user_id,activity_date,game_activity_name,total_seconds,language,has_older_device_model,age
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-25,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-13,game 2: Special events and challenges,13,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-19,game 2: Special events and challenges,2659,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-20,game 2: Special events and challenges,76,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-26,game 2: Special events and challenges,375,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-29,game 2: Special events and challenges,549,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-11,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-14,game 2: Special events and challenges,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-26,game 2: Special events and challenges,9,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-01,game 2: Special events and challenges,1374,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-02,game 2: Special events and challenges,2122,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-20,game 2: Special events and challenges,83,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-31,game 2: Mini-games,150,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-20,game 2: Mini-games,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-06,game 2: Clan activities,289,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-14,game 2: Clan activities,1749,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-12,game 2: Clan activities,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-15,game 2: Clan activities,83,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-29,game 2: Clan activities,1587,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-03,game 2: Clan activities,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-25,game 2: Clan activities,526,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-12,game 2: Battle pass challenges,84,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-02,game 2: Battle pass challenges,379,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-11,game 2: Battle pass challenges,285,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-17,game 2: Battle pass challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-30,game 2: Battle pass challenges,247,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-31,game 2: Battle pass challenges,90,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-20,game 2: Battle pass challenges,5,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-29,game 2: Battle pass challenges,802,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-14,game 2: Battle pass challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-17,game 2: Battle pass challenges,803,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-23,game 2: Battle pass challenges,6295,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-28,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-15,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-19,game 2: Campaign,7,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-24,game 2: Campaign,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-30,game 2: Campaign,23,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-11,game 2: Campaign,459,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-12,game 2: Campaign,551,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-15,game 2: Campaign,26,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-17,game 2: Campaign,198,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-24,game 2: Campaign,138,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-28,game 2: Campaign,110,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-13,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-28,game 2: Campaign,21,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-17,game 2: Campaign,179,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-18,game 2: Campaign,63,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-19,game 2: Campaign,16,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-24,game 2: Campaign,22,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-13,game 2: Special events and challenges,22,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-17,game 2: Special events and challenges,564,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-02,game 2: Special events and challenges,104,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-12,game 2: Special events and challenges,2371,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-14,game 2: Special events and challenges,5586,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-01,game 2: Special events and challenges,56,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-28,game 2: Special events and challenges,35,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-03,game 2: Special events and challenges,4061,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-25,game 2: Special events and challenges,13,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-24,game 2: Mini-games,936,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-19,game 2: Mini-games,662,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-14,game 2: Mini-games,4122,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-15,game 2: Mini-games,329,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-28,game 2: Clan activities,19,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-13,game 2: Clan activities,741,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-31,game 2: Clan activities,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-20,game 2: Clan activities,66,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-04,game 2: Clan activities,176,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-10,game 2: Battle pass challenges,40,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-12,game 2: Battle pass challenges,235,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-20,game 2: Battle pass challenges,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-29,game 2: Battle pass challenges,328,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-14,game 2: Battle pass challenges,212,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-22,game 2: Battle pass challenges,698,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-15,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-13,game 2: Campaign,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-13,game 2: Campaign,649,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-22,game 2: Campaign,9,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-31,game 2: Campaign,532,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-20,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-01,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-03,game 2: Campaign,45,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-13,game 2: Campaign,7,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-15,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-20,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-25,game 2: Campaign,989,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-08,game 2: Special events and challenges,10,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-17,game 2: Special events and challenges,3071,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-31,game 2: Special events and challenges,11,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-10,game 2: Special events and challenges,22,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-13,game 2: Special events and challenges,352,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-20,game 2: Special events and challenges,4,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-22,game 2: Mini-games,504,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-11,game 2: Mini-games,103,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-14,game 2: Mini-games,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-17,game 2: Mini-games,333,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-05,game 2: Clan activities,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-21,game 2: Clan activities,4,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-19,game 2: Clan activities,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-22,game 2: Clan activities,10,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-14,game 2: Battle pass challenges,112,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-23,game 2: Battle pass challenges,529,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-24,game 2: Battle pass challenges,962,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-25,game 2: Battle pass challenges,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-28,game 2: Battle pass challenges,35,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-08,game 2: Battle pass challenges,170,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-09,game 2: Battle pass challenges,206,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-02,game 2: Battle pass challenges,73,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-13,game 2: Battle pass challenges,4278,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-25,game 2: Battle pass challenges,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-02,game 2: Campaign,112,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-05,game 2: Campaign,1009,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-11,game 2: Campaign,90,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-06,game 2: Campaign,7,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-25,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-14,game 2: Campaign,174,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-19,game 2: Campaign,97,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-30,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-23,game 2: Campaign,45,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-06,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-16,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-06,game 2: Special events and challenges,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-15,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-28,game 2: Special events and challenges,495,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-29,game 2: Special events and challenges,1045,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-01,game 2: Special events and challenges,328,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-09,game 2: Special events and challenges,501,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-10,game 2: Special events and challenges,780,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-15,game 2: Special events and challenges,1310,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-22,game 2: Special events and challenges,138,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-20,game 2: Special events and challenges,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-25,game 2: Special events and challenges,2058,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-29,game 2: Special events and challenges,61,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-11,game 2: Special events and challenges,9,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-19,game 2: Special events and challenges,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-25,game 2: Mini-games,97,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-13,game 2: Mini-games,311,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-07,game 2: Mini-games,114,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-08,game 2: Clan activities,36,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-12,game 2: Clan activities,243,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-22,game 2: Clan activities,10,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-30,game 2: Clan activities,72,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-04,game 2: Clan activities,221,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-06,game 2: Clan activities,90,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-11,game 2: Clan activities,43,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-25,game 2: Clan activities,49,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-07,game 2: Clan activities,28,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-29,game 2: Battle pass challenges,1941,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-07,game 2: Battle pass challenges,265,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-15,game 2: Battle pass challenges,566,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-18,game 2: Battle pass challenges,5,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-25,game 2: Battle pass challenges,784,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-04,game 2: Battle pass challenges,347,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-11,game 2: Battle pass challenges,645,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-15,game 2: Battle pass challenges,1140,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-18,game 2: Battle pass challenges,7095,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-19,game 2: Battle pass challenges,219,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-04,game 2: Campaign,19,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-16,game 2: Campaign,121,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-05,game 2: Campaign,5,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-20,game 2: Campaign,698,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-21,game 2: Campaign,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-28,game 2: Campaign,13,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-02,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-16,game 2: Campaign,23,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-18,game 2: Campaign,47,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-21,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-27,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-01,game 2: Campaign,25,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-05,game 2: Campaign,20,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-06,game 2: Campaign,175,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-09,game 2: Campaign,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-10,game 2: Campaign,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-22,game 2: Campaign,9,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-23,game 2: Campaign,9,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-29,game 2: Campaign,470,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-02,game 2: Campaign,144,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-08,game 2: Campaign,22,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-11,game 2: Campaign,18,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-14,game 2: Campaign,2,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-21,game 2: Campaign,48,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-22,game 2: Campaign,96,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-20,game 2: Campaign,43,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-11,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-27,game 2: Special events and challenges,2564,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-30,game 2: Special events and challenges,422,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-11,game 2: Special events and challenges,1887,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-25,game 2: Special events and challenges,357,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-09,game 2: Special events and challenges,647,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-23,game 2: Special events and challenges,2248,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-04,game 2: Special events and challenges,3575,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-26,game 2: Special events and challenges,1194,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-30,game 2: Mini-games,188,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-04,game 2: Mini-games,73,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-15,game 2: Clan activities,331,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-25,game 2: Clan activities,1491,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-05,game 2: Clan activities,564,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-24,game 2: Clan activities,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-15,game 2: Clan activities,71,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-24,game 2: Clan activities,177,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-26,game 2: Clan activities,81,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-28,game 2: Battle pass challenges,722,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-16,game 2: Battle pass challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-20,game 2: Battle pass challenges,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-27,game 2: Battle pass challenges,2384,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-19,game 2: Battle pass challenges,484,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-26,game 2: Battle pass challenges,963,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-01,game 2: Battle pass challenges,33,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-22,game 2: Battle pass challenges,2035,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-24,game 2: Battle pass challenges,260,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-03,game 2: Campaign,16,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-17,game 2: Campaign,30,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-18,game 2: Campaign,17,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-03,game 2: Campaign,1007,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-20,game 2: Campaign,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-23,game 2: Campaign,12,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-07,game 2: Campaign,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-11-08,game 2: Campaign,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-08,game 2: Special events and challenges,13,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-08-12,game 2: Special events and challenges,8,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-05,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-09-21,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-07,game 2: Special events and challenges,1369,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-18,game 2: Special events and challenges,6,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-21,game 2: Special events and challenges,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-28,game 2: Special events and challenges,212,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-07-24,game 2: Special events and challenges,3,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-20,game 2: Mini-games,284,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-10-24,game 2: Mini-games,1,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-16,game 2: Mini-games,693,uk,FALSE,52
C/7YatYfa4qFbB1omZ7Jjw==,2022-12-17,game 2: Clan activities,4,uk,FALSE,52
9nB4N3m82ypCK7nU2bHlsg==,2022-07-31,game 3: Battle pass challenges,57,uk,FALSE,18
9nB4N3m82ypCK7nU2bHlsg==,2022-08-24,game 3: Battle pass challenges,17885,uk,FALSE,18
9nB4N3m82ypCK7nU2bHlsg==,2022-08-25,game 3: Battle pass challenges,75217,uk,FALSE,18
9nB4N3m82ypCK7nU2bHlsg==,2022-08-26,game 3: Battle pass challenges,5073,uk,FALSE,18
9nB4N3m82ypCK7nU2bHlsg==,2022-08-31,game 3: Battle pass challenges,28568,uk,FALSE,18
